typeID,materialTypeID,quantity
8637,34,2054
8637,35,2088
8637,36,1792
8637,37,1860
8637,38,491
8637,40,1
8639,34,2054
8639,35,2088
8639,36,1792
8639,37,1860
8639,38,491
8639,40,1
8641,34,2054
8641,35,2088
8641,36,1792
8641,37,1860
8641,38,491
8641,40,1
8683,34,2054
8683,35,2088
8683,36,1792
8683,37,1860
8683,38,491
8683,40,1
8685,34,2054
8685,35,2088
8685,36,1792
8685,37,1860
8685,38,491
8685,40,1
8687,34,2054
8687,35,2088
8687,36,1792
8687,37,1860
8687,38,491
8687,40,1
8689,34,2054
8689,35,2088
8689,36,1792
8689,37,1860
8689,38,491
8689,40,1
8743,36,3
8743,38,1
8743,39,1
8744,36,3
8744,38,1
8744,39,1
8745,36,3
8745,38,1
8745,39,1
8746,36,3
8746,38,1
8746,39,1
8747,34,2158
8747,35,419
8747,36,161
8747,37,1
8747,38,4
8748,34,2158
8748,35,419
8748,36,161
8748,37,1
8748,38,4
8749,34,2158
8749,35,419
8749,36,161
8749,37,1
8749,38,4
8750,34,2158
8750,35,419
8750,36,161
8750,37,1
8750,38,4
8759,34,104
8759,35,99
8785,34,104
8785,35,99
8787,34,104
8787,35,99
8789,34,104
8789,35,99
8815,34,448
8815,35,135
8817,34,448
8817,35,135
8819,34,448
8819,35,135
8821,34,448
8821,35,135
8863,34,750
8863,35,65
8863,36,37
8863,37,10
8865,34,750
8865,35,65
8865,36,37
8865,37,10
8867,34,750
8867,35,65
8867,36,37
8867,37,10
8869,34,750
8869,35,65
8869,36,37
8869,37,10
8903,34,718
8903,35,310
8903,36,65
8905,34,718
8905,35,310
8905,36,65
8907,34,718
8907,35,310
8907,36,65
8909,34,718
8909,35,310
8909,36,65
9071,34,372
9071,35,269
9071,36,222
9073,34,372
9073,35,269
9073,36,222
9091,34,372
9091,35,269
9091,36,222
9093,34,372
9093,35,269
9093,36,222
9127,34,2004
9127,35,579
9127,36,539
9129,34,2004
9129,35,579
9129,36,539
9131,34,2004
9131,35,579
9131,36,539
9133,34,2004
9133,35,579
9133,36,539
9135,34,2038
9135,35,739
9135,36,1086
9137,34,2038
9137,35,739
9137,36,1086
9139,34,2038
9139,35,739
9139,36,1086
9141,34,2038
9141,35,739
9141,36,1086
9207,34,4090
9207,35,1253
9207,36,1272
9207,37,6
9209,34,4090
9209,35,1253
9209,36,1272
9209,37,6
9211,34,4090
9211,35,1253
9211,36,1272
9211,37,6
9213,34,4090
9213,35,1253
9213,36,1272
9213,37,6
9247,34,6158
9247,35,1852
9247,36,1733
9247,40,2
9249,34,6158
9249,35,1852
9249,36,1733
9249,40,2
9251,34,6158
9251,35,1852
9251,36,1733
9251,40,2
9253,34,6158
9253,35,1852
9253,36,1733
9253,40,2
9287,34,20498
9287,35,5467
9287,36,2727
9287,37,718
9287,38,56
9287,39,3
9289,34,20498
9289,35,5467
9289,36,2727
9289,37,718
9289,38,56
9289,39,3
9291,34,20498
9291,35,5467
9291,36,2727
9291,37,718
9291,38,56
9291,39,3
9293,34,20498
9293,35,5467
9293,36,2727
9293,37,718
9293,38,56
9293,39,3
9327,34,30738
9327,35,8027
9327,36,3238
9327,37,878
9327,38,105
9327,39,2
9327,40,6
9329,34,30738
9329,35,8027
9329,36,3238
9329,37,878
9329,38,105
9329,39,2
9329,40,6
9331,34,30738
9331,35,8027
9331,36,3238
9331,37,878
9331,38,105
9331,39,2
9331,40,6
9333,34,30738
9333,35,8027
9333,36,3238
9333,37,878
9333,38,105
9333,39,2
9333,40,6
9367,34,40980
9367,35,10587
9367,36,3876
9367,37,1032
9367,38,146
9367,39,4
9367,40,11
9369,34,40980
9369,35,10587
9369,36,3876
9369,37,1032
9369,38,146
9369,39,4
9369,40,11
9371,34,40980
9371,35,10587
9371,36,3876
9371,37,1032
9371,38,146
9371,39,4
9371,40,11
9373,37,917
9373,38,83
9377,34,40980
9377,35,10587
9377,36,3876
9377,37,1032
9377,38,146
9377,39,4
9377,40,11
9411,34,1228
9411,35,66
9411,36,77
9411,39,1
9413,34,1228
9413,35,66
9413,36,77
9413,39,1
9415,34,1228
9415,35,66
9415,36,77
9415,39,1
9417,34,1228
9417,35,66
9417,36,77
9417,39,1
9419,37,41
9419,38,9
9421,37,41
9421,38,9
9451,34,4110
9451,35,1341
9451,36,1619
9451,37,1
9451,38,8
9453,34,4110
9453,35,1341
9453,36,1619
9453,37,1
9453,38,8
9455,34,4110
9455,35,1341
9455,36,1619
9455,37,1
9455,38,8
9457,34,4110
9457,35,1341
9457,36,1619
9457,37,1
9457,38,8
9491,34,51246
9491,35,13146
9491,36,4386
9491,37,1192
9491,38,185
9491,39,9
9491,40,16
9493,34,51246
9493,35,13146
9493,36,4386
9493,37,1192
9493,38,185
9493,39,9
9493,40,16
9495,34,51246
9495,35,13146
9495,36,4386
9495,37,1192
9495,38,185
9495,39,9
9495,40,16
9497,34,51246
9497,35,13146
9497,36,4386
9497,37,1192
9497,38,185
9497,39,9
9497,40,16
9518,36,15
9518,37,35
9519,36,15
9519,37,35
9520,36,15
9520,37,35
9521,37,28
9521,38,22
9522,36,15
9522,37,35
9556,37,23
9556,38,2
9562,36,12
9562,37,12
9566,36,12
9566,37,12
9568,37,23
9568,38,2
9570,36,12
9570,37,12
9574,36,12
9574,37,12
9580,36,92
9580,37,8
9582,37,23
9582,38,2
9608,34,168
9608,36,135
9608,37,1
9608,38,2
9622,34,50
9622,35,128
9622,36,400
9622,37,150
9622,38,8
9622,40,1
9632,34,75
9632,35,200
9632,36,500
9632,37,250
9632,38,10
9632,40,1
9646,34,50
9646,35,128
9646,36,400
9646,37,150
9646,38,8
9646,40,1
9660,34,50
9660,35,128
9660,36,400
9660,37,150
9660,38,8
9660,40,1
9668,34,1076
9668,35,945
9668,36,871
9668,37,848
9668,38,1010
9668,39,52
9670,34,182
9670,35,262
9670,36,25
9670,37,88
9670,39,2
9678,34,1076
9678,35,945
9678,36,871
9678,37,848
9678,38,1010
9678,39,52
9680,35,84
9680,36,515
9680,38,1
9680,39,1
9702,35,42
9702,36,257
9706,35,42
9706,36,257
9728,34,1076
9728,35,945
9728,36,871
9728,37,848
9728,38,1010
9728,39,52
9734,34,1076
9734,35,945
9734,36,871
9734,37,848
9734,38,1010
9734,39,52
9744,34,220
9744,35,297
9744,36,38
9744,37,34
9744,39,1
9744,40,1
9750,35,42
9750,36,257
9762,34,1076
9762,35,945
9762,36,871
9762,37,848
9762,38,1010
9762,39,52
9772,34,1076
9772,35,945
9772,36,871
9772,37,848
9772,38,1010
9772,39,52
9784,34,142
9784,35,272
9784,36,75
9784,37,110
9784,38,1
9790,35,42
9790,36,257
9800,34,1076
9800,35,945
9800,36,871
9800,37,848
9800,38,1010
9800,39,52
9808,34,1076
9808,35,945
9808,36,871
9808,37,848
9808,38,1010
9808,39,52
9869,34,5
9871,34,5
9899,38,1
9899,39,1
9899,40,1
9917,38,176
9919,38,248
9921,38,344
9923,38,474
9925,38,654
9927,38,906
9929,38,1267
9931,38,1798
9933,38,2594
9935,38,3827
9937,38,5805
9939,38,9145
9941,38,1
9941,39,1
9941,40,1
9942,38,1
9942,39,1
9942,40,1
9943,38,1
9943,39,1
9943,40,1
9944,34,8050
9944,35,1459
9947,40,8
9947,25242,17
9950,40,8
9950,25237,17
9956,38,1
9956,39,1
9956,40,1
9957,38,1
9957,39,1
9957,40,1
10039,34,71
10039,35,24
10039,36,1
10071,34,300
10071,39,166
10071,40,333
10073,34,300
10073,39,166
10073,40,333
10151,40,8
10151,25335,13
10152,40,8
10152,25342,11
10155,40,8
10155,25241,13
10156,40,8
10156,25283,11
10164,40,8
10164,25334,17
10165,40,8
10165,25341,13
10166,40,8
10166,25348,11
10188,34,508
10188,35,89
10188,36,214
10188,37,1
10188,38,2
10190,34,8050
10190,35,1459
10190,3689,8
10190,9842,3
10190,11399,5
10190,11540,8
10204,38,2
10204,39,2
10204,40,2
10208,38,2
10208,39,2
10208,40,2
10209,38,4
10209,39,4
10209,40,4
10210,38,8
10210,39,8
10210,40,8
10211,38,16
10211,39,16
10211,40,16
10212,38,2
10212,39,2
10212,40,2
10213,38,4
10213,39,4
10213,40,4
10214,38,8
10214,39,8
10214,40,8
10215,38,16
10215,39,16
10215,40,16
10216,38,2
10216,39,2
10216,40,2
10217,38,4
10217,39,4
10217,40,4
10218,38,8
10218,39,8
10218,40,8
10219,38,16
10219,39,16
10219,40,16
10221,38,2
10221,39,2
10221,40,2
10222,38,4
10222,39,4
10222,40,4
10223,38,8
10223,39,8
10223,40,8
10224,38,16
10224,39,16
10224,40,16
10225,38,2
10225,39,2
10225,40,2
10226,38,4
10226,39,4
10226,40,4
10227,38,8
10227,39,8
10227,40,8
10228,38,1
10228,39,1
10228,40,1
10244,38,1
10244,39,1
10244,40,1
10246,34,77
10246,37,4
10246,38,13
10246,40,2
10248,34,69
10248,37,4
10248,38,12
10248,40,1
10250,34,77
10250,37,4
10250,38,13
10250,40,2
10250,9848,5
10250,11399,3
10250,11541,1
10250,11689,1
10252,34,69
10252,37,4
10252,38,12
10252,40,1
10257,21947,11
10257,21949,11
10257,21951,11
10257,21953,44
10257,21955,44
10257,21957,11
10257,21961,11
10257,21963,11
10257,21965,11
10257,21967,178
10257,21969,11
10258,21947,11
10258,21949,11
10258,21951,11
10258,21955,22
10258,21957,11
10258,21959,111
10258,21961,11
10258,21965,11
10258,21967,89
10258,21969,11
10260,21947,11
10260,21949,11
10260,21951,11
10260,21953,44
10260,21955,178
10260,21957,11
10260,21961,11
10260,21965,11
10260,21967,44
10260,21969,11
10629,34,556
10629,35,278
10631,34,556
10631,35,278
10631,9848,1
10631,11399,1
10631,11540,1
10642,34,560
10642,35,492
10642,36,92
10642,37,2
10642,38,3
10678,34,1311
10678,35,473
10678,36,103
10678,37,2
10680,34,1311
10680,35,473
10680,36,103
10680,37,2
10680,9848,1
10680,11399,5
10680,11690,8
10688,34,590
10688,35,213
10688,36,46
10688,37,1
10690,34,590
10690,35,213
10690,36,46
10690,37,1
10692,34,590
10692,35,213
10692,36,46
10692,37,1
10694,34,590
10694,35,213
10694,36,46
10694,37,1
10836,35,1327
10836,36,481
10836,37,113
10838,36,1327
10838,37,481
10838,38,113
10840,37,1327
10840,38,481
10840,39,228
10842,37,1327
10842,38,481
10842,39,228
10842,9838,12
10842,11399,9
10842,11558,29
10850,35,1327
10850,36,481
10850,37,113
10850,9838,3
10850,11399,3
10850,11556,6
10858,36,1327
10858,37,481
10858,38,113
10858,9838,6
10858,11399,6
10858,11556,14
10866,35,597
10866,36,216
10866,37,51
10868,35,597
10868,36,216
10868,37,51
10870,35,597
10870,36,216
10870,37,51
10872,35,597
10872,36,216
10872,37,51
10874,36,597
10874,37,216
10874,38,51
10876,36,597
10876,37,216
10876,38,51
10878,36,597
10878,37,216
10878,38,51
10880,36,597
10880,37,216
10880,38,51
10882,37,597
10882,38,216
10882,39,51
10884,37,597
10884,38,216
10884,39,51
10886,37,597
10886,38,216
10886,39,51
10888,37,597
10888,38,216
10888,39,51
10998,34,566
10998,35,504
10998,36,186
11011,34,341927
11011,35,85780
11011,36,29088
11011,37,5943
11011,38,1418
11011,39,580
11011,40,118
11014,34,1111
11014,37,111
11014,38,33
11014,40,26
11014,2349,2
11017,34,949
11017,37,111
11017,38,56
11017,40,22
11017,2346,3
11019,34,11528
11019,35,9882
11019,36,3656
11019,37,7
11052,34,949
11052,37,111
11052,40,22
11052,2346,3
11101,34,7245
11101,35,1313
11103,34,7245
11103,35,1313
11105,34,7245
11105,35,1313
11107,34,7245
11107,35,1313
11109,34,508
11109,35,89
11109,36,214
11109,37,1
11109,38,2
11111,34,508
11111,35,89
11111,36,214
11111,37,1
11111,38,2
11113,34,508
11113,35,89
11113,36,214
11113,37,1
11113,38,2
11115,34,508
11115,35,89
11115,36,214
11115,37,1
11115,38,2
11129,34,2778
11132,34,2778
11134,34,2778
11172,34,16667
11172,35,10556
11172,36,2556
11172,37,278
11172,38,50
11172,39,44
11172,40,4
11172,3828,23
11172,11399,15
11172,11531,30
11172,11535,68
11172,11541,165
11172,11545,300
11172,11547,3
11172,11553,60
11172,11556,15
11174,34,15556
11174,35,13333
11174,36,2222
11174,37,56
11174,38,2
11174,39,4
11174,3828,23
11174,11399,15
11174,11531,30
11174,11535,75
11174,11541,150
11174,11545,375
11174,11547,3
11174,11553,75
11174,11556,15
11176,34,20000
11176,35,4444
11176,36,2111
11176,37,556
11176,38,11
11176,39,2
11176,3828,15
11176,11399,8
11176,11533,45
11176,11534,30
11176,11540,120
11176,11544,450
11176,11550,5
11176,11552,75
11176,11558,23
11178,34,20000
11178,35,4444
11178,36,2111
11178,37,556
11178,38,11
11178,39,2
11178,3828,15
11178,11399,8
11178,11533,45
11178,11534,30
11178,11540,120
11178,11544,450
11178,11550,5
11178,11552,75
11178,11558,23
11182,34,15556
11182,35,10222
11182,36,2778
11182,37,111
11182,38,78
11182,39,34
11182,40,6
11182,3828,23
11182,11399,15
11182,11530,30
11182,11536,68
11182,11538,165
11182,11542,300
11182,11548,3
11182,11551,60
11182,11555,15
11184,34,22222
11184,35,4444
11184,36,1667
11184,37,333
11184,38,67
11184,39,12
11184,3828,15
11184,11399,8
11184,11532,45
11184,11537,30
11184,11539,120
11184,11543,450
11184,11549,5
11184,11554,75
11184,11557,23
11186,34,22222
11186,35,4444
11186,36,1667
11186,37,333
11186,38,67
11186,39,12
11186,3828,15
11186,11399,8
11186,11532,45
11186,11537,30
11186,11539,120
11186,11543,450
11186,11549,5
11186,11554,75
11186,11557,23
11188,34,13889
11188,35,6111
11188,36,4000
11188,37,167
11188,38,67
11188,39,14
11188,40,4
11188,3828,23
11188,11399,15
11188,11532,30
11188,11537,68
11188,11539,165
11188,11543,300
11188,11549,3
11188,11554,60
11188,11557,15
11190,34,13333
11190,35,12222
11190,36,1333
11190,37,278
11190,38,83
11190,39,22
11190,40,12
11190,3828,23
11190,11399,15
11190,11532,30
11190,11537,75
11190,11539,150
11190,11543,375
11190,11549,3
11190,11554,75
11190,11557,15
11192,34,13333
11192,35,11111
11192,36,2444
11192,37,556
11192,38,56
11192,39,16
11192,40,8
11192,3828,23
11192,11399,15
11192,11533,30
11192,11534,68
11192,11540,165
11192,11544,300
11192,11550,3
11192,11552,60
11192,11558,15
11194,34,13333
11194,35,12778
11194,36,1667
11194,37,222
11194,38,56
11194,39,22
11194,40,6
11194,3828,23
11194,11399,15
11194,11533,30
11194,11534,75
11194,11540,150
11194,11544,375
11194,11550,3
11194,11552,75
11194,11558,15
11196,34,21111
11196,35,5000
11196,36,1667
11196,37,111
11196,38,100
11196,40,6
11196,3828,15
11196,11399,8
11196,11530,45
11196,11536,30
11196,11538,120
11196,11542,450
11196,11548,5
11196,11551,75
11196,11555,23
11198,34,21111
11198,35,5000
11198,36,1667
11198,37,111
11198,38,100
11198,40,6
11198,3828,15
11198,11399,8
11198,11530,45
11198,11536,30
11198,11538,120
11198,11542,450
11198,11548,5
11198,11551,75
11198,11555,23
11200,34,20556
11200,35,3889
11200,36,2222
11200,37,278
11200,38,56
11200,39,12
11200,3828,15
11200,11399,8
11200,11531,45
11200,11535,30
11200,11541,120
11200,11545,450
11200,11547,5
11200,11553,75
11200,11556,23
11202,34,20556
11202,35,3889
11202,36,2222
11202,37,278
11202,38,56
11202,39,12
11202,3828,15
11202,11399,8
11202,11531,45
11202,11535,30
11202,11541,120
11202,11545,450
11202,11547,5
11202,11553,75
11202,11556,23
11215,34,6653
11215,35,2374
11215,36,1
11215,37,8
11217,34,10178
11217,35,6494
11217,36,7
11217,38,3
11217,40,2
11219,34,10178
11219,35,6494
11219,36,7
11219,38,3
11219,40,2
11219,11399,5
11219,11543,3
11219,11544,3
11219,11554,3
11225,34,6653
11225,35,2374
11225,36,1
11225,37,8
11227,34,10178
11227,35,6494
11227,36,7
11227,38,3
11227,40,2
11229,34,10178
11229,35,6494
11229,36,7
11229,38,3
11229,40,2
11229,11399,5
11229,11543,5
11229,11545,5
11229,11554,3
11235,34,6653
11235,35,2374
11235,36,1
11235,37,8
11237,34,10178
11237,35,6494
11237,36,7
11237,38,3
11237,40,2
11239,34,10178
11239,35,6494
11239,36,7
11239,38,3
11239,40,2
11239,11399,5
11239,11542,1
11239,11543,3
11239,11544,3
11239,11554,3
11245,34,6653
11245,35,2374
11245,36,1
11245,37,8
11247,34,10178
11247,35,6494
11247,36,7
11247,38,3
11247,40,2
11249,34,10178
11249,35,6494
11249,36,7
11249,38,3
11249,40,2
11249,11399,5
11249,11542,3
11249,11544,3
11249,11545,3
11249,11554,3
11255,34,6653
11255,35,2374
11255,36,1
11255,37,8
11257,34,10178
11257,35,6494
11257,36,7
11257,38,3
11257,40,2
11259,34,10178
11259,35,6494
11259,36,7
11259,38,3
11259,40,2
11259,11399,5
11259,11545,6
11259,11554,3
11265,34,2350
11265,35,2530
11265,36,939
11265,38,1
11267,34,6013
11267,35,4514
11267,36,1612
11267,39,2
11267,40,2
11269,34,6013
11269,35,4514
11269,36,1612
11269,39,2
11269,40,2
11269,11399,5
11269,11542,1
11269,11543,1
11269,11544,1
11269,11545,1
11269,11554,3
11277,34,13467
11277,35,8383
11277,36,570
11277,37,18
11277,38,3
11277,39,16
11279,34,18938
11279,35,18012
11279,36,13619
11279,37,877
11279,39,2
11279,40,12
11283,34,331
11283,35,437
11283,36,24
11283,37,7
11283,38,9
11283,39,8
11285,34,1951
11285,35,398
11285,36,167
11285,37,13
11285,39,4
11285,40,2
11287,34,1984
11287,35,383
11287,36,371
11287,39,4
11287,40,4
11289,34,1502
11289,35,440
11289,36,252
11289,38,13
11289,39,6
11289,40,6
11291,34,1982
11291,35,98
11291,36,181
11291,38,1
11293,34,751
11293,35,226
11293,36,311
11293,37,43
11293,38,2
11293,39,2
11295,34,5244
11295,35,3160
11295,36,842
11295,38,20
11295,39,6
11295,40,2
11297,34,10591
11297,35,6983
11297,36,2503
11297,37,1
11297,39,12
11297,40,2
11299,34,12218
11299,35,11594
11299,36,8360
11299,37,231
11299,38,6
11299,40,6
11301,34,12461
11301,35,5417
11301,38,3
11301,39,16
11303,34,14720
11303,35,5174
11303,37,94
11303,38,13
11303,39,14
11303,40,2
11305,34,12494
11305,35,6187
11305,37,2
11305,38,7
11305,39,14
11305,40,2
11307,34,9532
11307,35,6285
11307,36,2253
11307,37,1
11307,39,5
11307,40,1
11309,34,9532
11309,35,6285
11309,36,2253
11309,37,1
11309,39,5
11309,40,1
11311,34,9532
11311,35,6285
11311,36,2253
11311,37,1
11311,39,5
11311,40,1
11313,34,9532
11313,35,6285
11313,36,2253
11313,37,1
11313,39,5
11313,40,1
11315,34,10996
11315,35,10435
11315,36,7524
11315,37,208
11315,38,5
11315,40,3
11317,34,10996
11317,35,10435
11317,36,7524
11317,37,208
11317,38,5
11317,40,3
11319,34,10996
11319,35,10435
11319,36,7524
11319,37,208
11319,38,5
11319,40,3
11321,34,10996
11321,35,10435
11321,36,7524
11321,37,208
11321,38,5
11321,40,3
11323,34,17044
11323,35,16211
11323,36,12257
11323,37,789
11323,39,1
11323,40,5
11325,34,17044
11325,35,16211
11325,36,12257
11325,37,789
11325,39,1
11325,40,5
11327,34,17044
11327,35,16211
11327,36,12257
11327,37,789
11327,39,1
11327,40,5
11329,34,17044
11329,35,16211
11329,36,12257
11329,37,789
11329,39,1
11329,40,5
11331,34,3045
11331,35,2492
11331,36,163
11333,34,3045
11333,35,2492
11333,36,163
11335,34,3045
11335,35,2492
11335,36,163
11337,34,3045
11337,35,2492
11337,36,163
11339,34,676
11339,35,203
11339,36,280
11339,37,39
11339,38,2
11339,39,1
11341,34,676
11341,35,203
11341,36,280
11341,37,39
11341,38,2
11341,39,1
11343,34,676
11343,35,203
11343,36,280
11343,37,39
11343,38,2
11343,39,1
11345,34,676
11345,35,203
11345,36,280
11345,37,39
11345,38,2
11345,39,1
11347,34,4720
11347,35,2844
11347,36,758
11347,38,18
11347,39,3
11347,40,1
11349,34,4720
11349,35,2844
11349,36,758
11349,38,18
11349,39,3
11349,40,1
11351,34,4720
11351,35,2844
11351,36,758
11351,38,18
11351,39,3
11351,40,1
11353,34,4720
11353,35,2844
11353,36,758
11353,38,18
11353,39,3
11353,40,1
11355,34,896
11355,35,3
11355,36,112
11355,37,1
11357,34,1506
11357,35,924
11357,36,108
11359,34,4318
11359,35,3256
11359,36,1
11365,34,22778
11365,35,6111
11365,36,2889
11365,37,400
11365,38,89
11365,39,34
11365,3828,38
11365,11399,45
11365,11532,30
11365,11537,30
11365,11539,135
11365,11543,750
11365,11549,8
11365,11554,90
11365,11557,30
11370,34,16253
11370,35,6353
11370,36,778
11370,37,460
11370,38,171
11370,39,134
11370,40,34
11370,2349,2
11370,2361,3
11370,9840,6
11370,9842,6
11370,11399,11
11371,34,22778
11371,35,6222
11371,36,2222
11371,37,356
11371,38,133
11371,39,34
11371,40,2
11371,3828,38
11371,11399,45
11371,11530,23
11371,11536,30
11371,11538,135
11371,11542,900
11371,11548,8
11371,11551,90
11371,11555,30
11373,34,22778
11373,35,6222
11373,36,2222
11373,37,356
11373,38,133
11373,39,34
11373,40,2
11373,3828,28
11373,11399,33
11373,11530,33
11373,11536,22
11373,11538,22
11373,11542,44
11373,11548,44
11373,11551,33
11373,11555,44
11375,34,23333
11375,35,6333
11375,36,3000
11375,37,333
11375,38,78
11375,39,22
11375,40,2
11375,3828,22
11375,11399,39
11375,11531,22
11375,11535,56
11375,11541,39
11375,11545,28
11375,11547,22
11375,11553,22
11375,11556,22
11377,34,23333
11377,35,6333
11377,36,3000
11377,37,333
11377,38,78
11377,39,22
11377,40,2
11377,3828,30
11377,11399,38
11377,11531,30
11377,11535,60
11377,11541,180
11377,11545,300
11377,11547,6
11377,11553,60
11377,11556,15
11379,34,21111
11379,35,8889
11379,36,3111
11379,37,589
11379,38,2
11379,39,4
11379,40,4
11379,3828,38
11379,11399,45
11379,11533,30
11379,11534,30
11379,11540,135
11379,11544,750
11379,11550,8
11379,11552,90
11379,11558,30
11381,34,21111
11381,35,8889
11381,36,3111
11381,37,589
11381,38,2
11381,39,4
11381,40,4
11381,3828,38
11381,11399,45
11381,11533,23
11381,11534,30
11381,11540,135
11381,11544,900
11381,11550,8
11381,11552,90
11381,11558,30
11383,34,12889
11383,35,10953
11383,36,633
11383,38,2
11383,39,12
11383,40,12
11383,3828,17
11383,11532,22
11383,11537,22
11383,11539,39
11383,11543,39
11383,11549,50
11383,11554,22
11383,11557,44
11387,34,14444
11387,35,5111
11387,36,2778
11387,37,278
11387,38,83
11387,39,22
11387,40,8
11387,3828,23
11387,11399,15
11387,11530,30
11387,11536,75
11387,11538,150
11387,11542,375
11387,11548,3
11387,11551,75
11387,11555,15
11389,34,12889
11389,35,10953
11389,36,633
11389,38,2
11389,39,12
11389,40,12
11389,3828,17
11389,11531,22
11389,11535,22
11389,11541,39
11389,11545,50
11389,11547,22
11389,11553,22
11389,11556,44
11393,34,22778
11393,35,6111
11393,36,2889
11393,37,400
11393,38,89
11393,39,34
11393,3828,38
11393,11399,45
11393,11532,23
11393,11537,30
11393,11539,135
11393,11543,900
11393,11549,8
11393,11554,90
11393,11557,30
11396,11399,300
11400,34,22778
11400,35,6222
11400,36,2222
11400,37,356
11400,38,133
11400,39,34
11400,40,2
11400,3828,38
11400,11399,45
11400,11530,30
11400,11536,30
11400,11538,135
11400,11542,750
11400,11548,8
11400,11551,90
11400,11555,30
11457,36,89
11457,37,167
11457,38,80
11458,36,89
11458,37,167
11458,38,80
11459,36,89
11459,37,167
11459,38,80
11460,36,89
11460,37,167
11460,38,80
11461,36,89
11461,37,167
11461,38,80
11462,36,89
11462,37,167
11462,38,80
11463,36,89
11463,37,167
11463,38,80
11464,36,89
11464,37,167
11464,38,80
11465,36,89
11465,37,167
11465,38,80
11466,36,89
11466,37,167
11466,38,80
11467,36,89
11467,37,167
11467,38,80
11468,37,167
11468,38,44
11468,40,2
11469,37,167
11469,38,44
11469,40,2
11470,37,167
11470,38,44
11470,40,2
11471,37,167
11471,38,44
11471,40,2
11472,37,167
11472,38,89
11472,40,8
11473,34,89
11473,37,111
11473,39,18
11473,40,18
11473,20431,222
11474,34,556
11474,35,444
11474,36,222
11474,37,82
11474,38,36
11475,34,556
11475,35,444
11475,36,222
11475,37,82
11475,38,36
11476,34,556
11476,35,444
11476,36,222
11476,37,82
11476,38,36
11477,34,556
11477,35,444
11477,36,222
11477,37,82
11477,38,36
11478,34,556
11478,35,444
11478,36,222
11478,37,82
11478,38,36
11479,34,1111
11479,35,889
11479,36,444
11479,37,82
11479,38,36
11480,34,2222
11480,35,1778
11480,36,889
11480,37,82
11480,38,36
11481,34,556
11481,35,444
11481,36,222
11481,37,82
11481,38,36
11482,34,556
11482,35,444
11482,36,222
11482,37,82
11482,38,36
11483,34,556
11483,35,444
11483,36,222
11483,37,82
11483,38,36
11484,34,556
11484,35,444
11484,36,222
11484,37,82
11484,38,36
11485,34,556
11485,35,444
11485,36,222
11485,37,82
11485,38,36
11486,34,556
11486,35,444
11486,36,222
11486,37,82
11486,38,36
11488,34,17778
11488,39,36
11489,34,35556
11489,39,72
11490,34,3368
11490,35,2753
11490,36,38
11490,38,2
11513,34,556
11513,35,444
11513,36,222
11513,37,82
11513,38,36
11514,34,556
11514,35,444
11514,36,222
11514,37,82
11514,38,36
11530,16673,13
11530,16680,3
11530,16683,1
11531,16670,13
11531,16680,3
11531,16683,1
11532,16672,13
11532,16680,3
11532,16683,1
11533,16671,13
11533,16680,3
11533,16683,1
11534,16671,22
11534,16681,1
11534,16682,2
11535,16670,22
11535,16681,1
11535,16682,2
11536,16673,22
11536,16681,1
11536,16682,2
11537,16672,22
11537,16681,1
11537,16682,2
11538,16673,17
11538,16680,6
11538,16681,2
11538,33361,2
11539,16672,17
11539,16680,6
11539,16681,2
11539,33360,2
11540,16671,17
11540,16680,6
11540,16681,2
11540,33362,2
11541,16670,17
11541,16680,6
11541,16681,2
11541,33359,2
11542,16673,44
11542,16678,11
11543,16672,44
11543,16678,11
11544,16671,44
11544,16678,11
11545,16670,44
11545,16678,11
11547,16670,9
11547,17317,2
11548,16673,9
11548,17317,2
11549,16672,9
11549,17317,2
11550,16671,9
11550,17317,2
11551,16673,27
11551,16679,11
11551,16681,1
11551,33361,2
11552,16671,27
11552,16679,11
11552,16681,1
11552,33362,2
11553,16670,27
11553,16679,11
11553,16681,1
11553,33359,2
11554,16672,27
11554,16679,11
11554,16681,1
11554,33360,2
11555,16673,22
11555,16678,9
11555,16683,1
11556,16670,22
11556,16678,9
11556,16683,1
11557,16672,22
11557,16678,9
11557,16683,1
11558,16671,22
11558,16678,9
11558,16683,1
11561,35,23700
11561,36,574
11561,38,87
11561,40,34
11563,34,9151
11563,35,2737
11563,36,988
11563,37,150
11563,38,148
11567,21009,222
11567,21011,556
11567,21013,333
11567,21017,556
11567,21019,556
11567,21021,556
11567,21023,111
11567,21025,556
11567,21035,333
11567,21037,444
11567,24545,556
11567,24547,556
11567,24556,556
11567,24558,556
11567,24560,556
11577,34,16253
11577,35,6353
11577,36,778
11577,37,460
11577,38,171
11577,39,134
11577,40,34
11577,2349,2
11577,2361,3
11577,9840,6
11577,9842,6
11577,11399,11
11577,11541,15
11577,11693,15
11578,34,16253
11578,35,6353
11578,36,778
11578,37,460
11578,38,171
11578,39,134
11578,40,34
11578,2349,2
11578,2361,3
11578,9840,28
11578,9842,28
11578,11399,26
11578,11541,33
11578,11693,26
11585,34,3
11640,34,566
11640,35,504
11640,36,186
11640,11399,5
11640,11538,5
11642,34,12461
11642,35,5417
11642,38,3
11642,39,16
11642,11399,23
11642,11543,15
11642,11558,27
11644,34,12494
11644,35,6187
11644,37,2
11644,38,7
11644,39,14
11644,40,2
11644,11399,23
11644,11544,15
11644,11558,27
11646,34,14720
